weekofmonth,dayofweek,make,accidentarea,dayofweekclaimed,weekofmonthclaimed,sex,maritalstatus,age,fault,policytype,vehiclecategory,vehicleprice,policynumber,repnumber,deductible,driverrating,days_policy_accident,days_policy_claim,pastnumberofclaims,ageofvehicle,ageofpolicyholder,policereportfiled,witnesspresent,agenttype,numberofsuppliments,addresschange_claim,numberofcars,year,basepolicy
4,4,17,0,1,4,1,1,38,1,0,0,0,8173,11,400,1,3,2,0,5,5,0,0,0,0,3,0,1995,0
1,5,5,1,6,1,1,1,67,0,1,0,1,3235,9,400,4,3,2,3,6,8,0,0,0,2,2,1,1994,1
5,6,6,1,7,5,1,1,29,0,2,1,0,6098,3,400,4,3,2,3,3,4,0,0,0,3,0,0,1994,2
3,2,6,1,7,3,0,1,54,1,1,0,4,13926,5,400,1,3,2,3,6,6,0,0,0,3,3,0,1996,1
1,0,17,1,7,3,1,1,53,0,0,0,0,15170,16,400,4,3,2,3,5,6,0,0,0,2,3,0,1996,0
4,4,6,1,2,4,1,1,38,1,0,0,0,12128,11,400,2,3,2,0,6,5,0,0,0,0,3,0,1996,0
3,3,13,1,1,3,1,1,28,0,2,1,5,9619,7,400,1,3,2,0,3,4,0,0,0,1,2,1,1995,2
3,1,13,1,2,3,0,2,29,1,1,0,0,6538,13,400,4,3,2,0,5,4,0,0,0,2,3,0,1995,1
4,3,9,1,6,4,1,1,65,0,0,0,5,10598,15,400,2,3,2,1,6,7,0,0,0,2,3,0,1995,0
1,0,2,1,1,3,1,2,27,0,6,2,5,3475,13,400,2,3,2,1,5,4,0,0,0,0,3,0,1994,0
3,5,17,1,7,3,1,1,42,0,0,0,1,13398,14,400,3,3,2,3,5,5,0,0,0,3,3,0,1996,0
4,5,6,1,5,1,1,1,30,0,0,0,1,6732,5,400,2,4,0,1,5,4,0,0,0,3,3,0,1995,0
2,4,6,1,3,2,1,1,38,0,2,1,0,3872,15,400,2,3,2,3,5,5,0,0,0,2,3,0,1994,2
3,4,6,1,5,3,1,1,44,0,2,1,0,6079,6,400,1,3,2,1,5,5,0,0,0,3,3,0,1994,2
3,6,9,1,3,1,1,2,28,1,1,0,0,492,5,400,3,3,2,3,4,4,0,0,0,3,3,0,1994,1
5,6,17,1,5,1,1,1,75,0,0,0,0,6152,3,400,2,3,2,0,6,8,0,0,0,0,3,0,1995,0
4,6,13,1,7,1,1,2,22,0,1,0,0,12674,2,400,1,3,2,0,3,3,1,0,0,0,3,0,1996,1
5,2,17,1,6,3,1,1,54,1,0,0,5,11510,12,400,2,3,2,0,6,6,0,0,0,0,3,0,1996,0
3,3,6,1,7,3,1,1,48,0,1,0,0,2939,8,400,4,3,2,0,6,6,0,0,0,3,3,0,1994,1
1,4,13,1,1,2,1,2,27,0,2,1,1,14356,16,400,3,3,2,2,5,4,0,0,0,2,3,0,1996,2
2,3,17,1,2,3,1,1,32,1,1,0,5,505,3,400,2,3,2,3,5,4,0,0,0,0,2,1,1994,1
2,2,17,1,7,3,0,1,51,0,0,0,0,7800,4,400,4,3,2,3,5,6,0,0,0,3,3,0,1995,0
3,6,17,1,7,3,1,2,71,0,1,0,0,13942,8,400,1,3,2,0,6,8,0,0,0,2,3,0,1996,1
4,3,17,1,2,4,1,1,77,0,1,0,5,388,10,400,3,3,2,3,6,8,0,0,0,2,3,0,1994,1
2,6,15,0,1,3,1,1,34,0,1,0,1,7135,12,400,2,3,2,0,5,4,0,0,0,1,3,2,1995,1
5,1,2,1,2,2,1,1,43,1,0,0,1,6165,7,400,2,3,2,0,5,5,0,0,0,3,3,0,1995,0
3,4,9,1,6,3,1,2,54,1,2,1,0,9876,12,400,4,3,2,1,5,6,0,0,0,3,3,0,1995,2
4,4,17,1,3,3,1,1,45,1,0,0,4,15158,7,400,1,3,2,0,6,5,0,0,0,3,3,0,1996,0
3,1,2,1,7,1,1,1,61,0,1,0,1,5167,10,400,1,3,2,3,6,7,0,0,0,3,2,2,1994,1
4,5,13,1,1,4,1,1,47,1,1,0,5,341,3,400,2,3,2,1,6,6,0,0,0,2,3,0,1994,1
4,0,9,1,6,1,1,1,26,1,1,0,0,6904,16,400,1,3,2,1,4,4,0,0,0,2,3,0,1995,1
2,0,9,1,2,2,1,1,52,1,0,0,1,10197,7,400,3,3,2,0,6,6,0,0,0,3,3,0,1995,0
3,5,5,1,2,4,1,1,50,0,0,0,1,2113,11,400,3,3,2,1,6,6,0,0,0,2,3,0,1994,0
5,5,15,1,6,1,1,1,31,0,0,0,1,7025,10,400,2,3,2,0,3,4,0,0,0,3,3,0,1995,0
2,6,17,0,7,2,0,2,35,0,1,0,4,9705,12,400,3,3,2,0,4,4,0,0,0,3,3,0,1995,1
2,1,9,1,2,5,1,1,26,0,1,0,0,14809,1,400,1,3,2,3,4,4,0,0,0,1,3,0,1996,1
2,6,9,1,2,3,1,1,35,0,1,0,0,13408,1,400,4,3,2,0,4,4,0,0,0,2,3,2,1996,1
3,1,13,1,6,5,1,1,65,0,2,1,0,8675,13,400,4,3,2,2,6,7,0,0,0,2,3,0,1995,2
3,0,17,0,2,4,1,2,30,0,2,1,1,6812,2,400,2,3,2,2,3,4,0,0,0,3,3,0,1995,2
4,1,17,1,6,1,1,2,38,0,2,1,0,4075,14,400,1,3,2,0,5,5,0,0,0,1,2,1,1994,2
1,6,16,1,6,2,1,1,41,0,0,0,0,5787,8,400,2,3,2,3,5,5,0,0,0,3,3,0,1994,0
1,6,17,1,5,4,1,2,35,0,2,1,0,6389,16,400,3,3,2,1,3,4,0,0,0,2,3,0,1995,2
1,4,17,1,5,1,1,1,33,0,2,1,1,4988,15,400,3,3,2,0,5,4,0,0,0,2,3,0,1994,2
5,5,13,1,1,5,0,1,75,0,0,0,0,8205,10,400,3,3,2,0,5,8,0,0,0,2,3,0,1995,0
2,0,17,1,1,2,1,1,44,0,2,1,0,15331,3,400,3,3,2,0,3,5,0,0,0,3,2,1,1996,2
3,0,13,1,2,3,0,2,28,0,0,0,0,2886,1,400,1,3,2,1,5,4,0,0,0,3,3,0,1994,0
4,6,13,1,6,2,1,1,56,1,1,0,1,13097,1,400,4,3,2,1,6,7,1,0,0,0,3,0,1996,1
3,6,15,1,5,3,0,3,21,0,1,0,1,5939,15,400,1,3,2,0,3,3,0,0,0,2,3,0,1994,1
1,6,17,1,7,1,1,2,30,0,2,1,0,5264,9,400,4,3,2,3,4,4,0,0,0,2,3,0,1994,2
3,5,9,1,5,3,1,2,30,1,2,1,0,6000,14,400,1,3,2,2,4,4,0,0,0,3,3,0,1994,2
1,6,6,1,5,1,0,1,28,0,2,1,0,8356,9,400,1,3,2,1,0,4,0,0,0,2,3,0,1995,2
1,2,18,0,6,2,1,1,34,1,0,0,2,7209,5,400,3,3,2,3,3,4,0,0,0,3,3,0,1995,0
2,3,6,1,5,3,1,1,28,1,1,0,0,7344,6,400,4,3,2,0,5,4,0,0,0,3,3,0,1995,1
5,2,5,1,6,2,1,1,48,0,1,0,1,4803,2,400,4,3,2,1,5,6,0,0,0,3,3,0,1994,1
3,5,2,1,7,4,1,2,30,1,1,0,0,14481,2,400,1,3,2,3,4,4,0,0,0,1,3,0,1996,1
4,5,13,1,1,1,1,2,31,0,1,0,1,11382,4,400,3,3,2,1,5,4,0,0,0,3,3,0,1996,1
4,6,17,0,1,1,1,2,35,1,0,0,0,7093,12,400,4,3,2,3,4,4,1,0,0,0,3,0,1995,0
2,6,9,1,7,2,0,2,31,0,2,1,1,14103,5,400,4,3,2,1,4,4,0,0,0,2,3,0,1996,2
3,3,6,1,2,3,1,2,30,0,0,0,5,5111,11,400,2,3,2,1,7,0,0,0,0,3,3,0,1994,0
2,3,9,1,5,2,1,0,41,0,1,0,0,11537,2,400,2,3,2,1,5,5,0,0,0,2,3,0,1996,1
1,4,13,0,2,3,0,2,22,0,2,1,0,2741,15,400,4,3,2,1,3,3,1,0,0,3,3,0,1994,2
4,5,6,1,7,4,1,1,34,1,1,0,0,936,8,400,4,3,2,1,4,4,0,0,0,0,3,0,1994,1
3,3,0,1,6,4,1,1,49,0,1,0,0,2452,4,400,2,3,2,3,5,6,0,0,0,3,3,0,1994,1
2,5,2,1,7,2,1,2,42,1,1,0,1,6356,15,700,3,3,2,3,5,5,0,0,0,2,3,2,1995,1
3,0,13,1,2,4,1,1,43,0,0,0,0,10169,15,400,4,3,2,1,3,5,0,0,0,2,3,2,1995,0
2,4,13,1,2,2,1,1,27,1,0,0,0,4175,7,400,1,3,2,3,5,4,0,0,0,3,3,0,1994,0
4,2,18,1,7,4,1,1,38,0,2,1,5,3225,1,700,1,3,2,1,5,5,0,0,0,2,3,0,1994,2
2,1,6,1,1,2,0,1,40,0,0,0,4,1604,12,400,3,3,2,3,5,5,0,0,0,1,3,0,1994,0
4,3,6,1,7,5,1,1,38,0,1,0,0,4586,16,400,1,3,2,3,5,5,0,0,0,3,3,0,1994,1
4,5,13,1,7,4,0,1,44,0,2,1,0,3860,10,400,1,3,2,0,5,5,0,0,0,3,3,0,1994,2
3,1,13,1,1,1,1,1,39,0,1,0,1,15139,8,400,4,3,2,1,6,5,0,0,0,1,3,0,1996,1
4,5,17,1,7,2,0,1,45,0,2,1,1,1743,16,400,3,3,2,1,5,5,0,0,0,1,3,0,1994,2
3,0,2,1,2,4,0,2,36,0,2,1,5,3744,8,400,2,3,2,1,5,5,0,0,0,2,3,0,1994,2
3,5,6,1,7,3,1,2,30,0,1,0,5,8670,1,400,1,3,2,3,7,0,0,0,0,3,3,0,1995,1
5,4,17,1,5,2,1,1,44,0,0,0,0,14594,7,400,2,3,2,1,4,5,0,0,0,2,3,0,1996,0
4,3,9,1,6,5,1,1,28,0,1,0,0,460,15,500,4,3,2,2,4,4,0,0,0,1,1,0,1994,1
1,5,0,1,1,4,0,2,35,0,2,1,5,11525,8,400,1,3,2,2,5,4,0,0,0,2,3,0,1996,2
3,3,13,1,7,1,0,1,62,0,2,1,1,10348,10,400,3,3,2,2,5,7,0,0,0,2,3,0,1995,2
4,4,2,1,2,4,1,1,32,0,2,1,1,1814,7,400,1,3,2,2,4,4,0,0,0,3,3,0,1994,2
1,6,2,0,6,4,0,1,53,1,1,0,0,11967,11,400,2,3,2,1,4,6,0,0,0,3,3,0,1996,1
5,5,18,1,1,3,1,1,48,0,2,1,3,9344,3,400,1,3,2,2,5,6,0,0,0,2,3,0,1995,2
4,5,0,1,7,4,1,1,47,1,0,0,1,12188,9,400,1,1,0,3,6,6,0,0,0,3,3,0,1996,0
3,1,17,1,6,4,1,1,42,0,2,1,1,7005,4,400,4,3,2,2,6,5,0,0,0,3,3,0,1995,2
4,1,9,1,7,4,1,1,56,0,1,0,0,6788,10,400,4,3,2,1,5,7,0,0,0,2,3,0,1995,1
1,3,6,1,6,2,1,1,30,0,2,1,0,5328,5,400,4,3,2,1,4,4,0,0,0,0,3,0,1994,2
4,2,13,1,1,1,1,1,49,0,1,0,0,5852,13,400,2,3,2,1,6,6,0,0,0,3,3,0,1994,1
3,6,9,1,7,4,1,1,38,1,4,1,5,11623,5,400,3,3,2,3,5,5,0,0,0,3,3,0,1996,1
4,6,17,1,7,1,1,1,29,0,1,0,0,4332,12,400,1,3,2,3,4,4,0,0,0,0,3,0,1994,1
2,6,6,1,1,3,1,1,53,0,0,0,1,1151,15,400,3,3,2,0,6,6,0,0,0,2,3,0,1994,0
1,4,13,1,5,1,1,1,52,0,1,0,0,9853,8,400,3,3,2,3,6,6,0,0,0,3,3,0,1995,1
1,3,3,1,2,3,1,1,40,0,2,1,1,829,16,400,2,3,2,2,5,5,0,0,0,2,3,0,1994,2
4,3,9,1,6,4,1,2,28,0,1,0,0,5871,14,400,1,3,2,2,4,4,0,0,0,3,3,0,1994,1
2,3,9,1,2,3,0,1,44,0,0,0,0,2004,3,400,4,3,2,3,4,5,0,0,0,0,3,0,1994,0
2,0,17,1,6,2,1,1,41,0,0,0,5,8009,3,400,1,3,2,2,5,5,0,0,0,3,0,0,1995,0
3,4,5,0,1,4,1,2,60,1,2,1,2,5317,14,400,3,3,2,0,6,7,0,0,0,2,3,0,1994,2
2,0,9,0,2,2,1,2,33,0,1,0,1,2369,2,400,4,3,2,1,5,4,0,0,0,0,3,0,1994,1
2,5,17,0,7,2,1,1,42,0,1,0,0,13977,12,400,3,3,2,1,4,5,0,0,0,3,3,0,1996,1
5,4,9,1,2,2,1,1,61,0,1,0,1,13726,9,400,1,3,2,0,6,7,0,0,0,0,3,0,1996,1
2,3,17,1,2,3,0,1,43,0,0,0,0,194,1,400,3,3,2,3,4,5,0,0,0,3,3,0,1994,0
4,2,17,0,6,4,0,2,34,0,0,0,0,3088,7,400,1,3,2,0,4,4,0,0,0,1,2,1,1994,0
5,5,2,1,1,1,1,2,27,0,0,0,0,7745,10,400,1,3,2,3,5,4,0,0,0,3,3,0,1995,0
2,2,2,1,1,3,1,1,65,0,0,0,5,2115,7,400,1,3,2,3,6,7,0,0,0,2,3,0,1994,0
4,1,17,1,6,4,1,1,63,1,0,0,0,15079,15,400,2,3,2,0,5,7,0,0,0,3,2,1,1996,0
4,6,6,1,5,4,1,2,30,0,2,1,0,11605,1,400,3,3,2,1,3,4,0,0,0,3,3,0,1996,2
1,4,6,1,1,3,1,1,43,0,2,1,1,12967,4,400,3,3,2,1,5,5,0,0,0,3,3,0,1996,2
3,6,2,1,1,5,1,2,29,1,2,1,0,4340,5,400,1,3,2,1,4,4,0,0,0,3,3,0,1994,2
3,3,13,1,5,4,0,1,45,0,2,1,1,11021,15,400,3,3,2,1,5,5,0,0,0,3,3,0,1995,2
2,4,6,1,2,3,1,2,54,0,0,0,0,3480,13,400,3,3,2,3,6,6,0,0,0,2,3,0,1994,0
4,0,5,1,2,1,0,1,37,0,0,0,5,103,14,500,2,3,2,1,4,5,1,0,0,1,3,0,1994,0
4,4,6,1,2,4,1,2,30,0,2,1,5,8915,9,400,3,3,2,2,7,0,0,0,0,3,3,0,1995,2
4,1,2,1,2,4,1,2,63,1,2,1,0,6959,12,400,1,3,2,3,6,7,0,0,1,3,3,0,1995,2
2,1,17,1,6,3,1,1,26,0,1,0,1,6934,9,400,1,3,2,2,4,4,0,0,0,1,3,0,1995,1
3,0,13,1,6,3,1,2,39,0,1,0,4,11617,8,400,1,3,2,2,6,5,0,0,0,3,3,0,1996,1
3,5,6,0,7,5,1,1,36,0,1,0,1,11759,16,400,2,3,2,3,6,5,0,0,0,2,3,0,1996,1
3,3,6,1,1,4,1,1,36,0,4,1,5,2130,15,400,4,3,2,0,1,5,0,0,0,3,3,0,1994,1
3,5,13,1,6,3,1,1,44,0,1,0,1,2717,6,400,4,3,2,3,4,5,0,0,0,2,3,0,1994,1
3,1,9,0,2,3,1,1,65,0,1,0,1,13017,10,400,1,3,2,3,6,7,0,0,0,3,3,0,1996,1
3,2,6,1,5,3,0,2,30,1,1,0,0,12455,7,400,3,3,2,1,3,4,0,0,0,2,3,0,1996,1
4,5,13,0,6,4,1,1,63,0,2,1,0,6900,9,400,1,3,2,0,5,7,0,0,0,2,3,0,1995,2
2,4,2,1,2,3,1,2,37,0,1,0,0,10205,1,400,1,3,2,1,5,5,0,0,0,2,3,0,1995,1
5,1,6,1,2,5,1,1,34,0,2,1,0,4634,11,400,2,3,2,1,4,4,0,0,0,3,3,2,1994,2
1,1,13,1,1,3,1,1,26,1,2,1,5,15272,9,400,3,3,2,2,5,4,0,0,0,2,3,0,1996,2
4,5,13,1,5,4,1,1,50,1,2,1,0,14027,1,400,2,3,2,1,6,6,0,0,0,3,3,0,1996,2
4,3,9,1,6,4,1,1,40,1,2,1,1,6648,13,400,3,3,2,1,5,5,0,0,0,3,3,0,1995,2
1,2,9,1,1,5,0,2,35,0,2,1,0,4706,5,400,3,3,2,1,3,4,0,0,0,0,3,0,1994,2
1,5,11,1,7,2,1,1,26,0,0,0,4,14381,12,400,2,3,2,1,4,4,0,0,0,2,3,0,1996,0
1,3,9,1,2,2,1,2,66,0,0,0,0,4208,13,400,1,3,2,3,6,8,0,0,0,3,3,0,1994,0
4,5,2,1,7,4,1,1,77,0,0,0,5,9934,15,400,2,3,2,3,6,8,0,0,0,0,2,1,1995,0
4,5,6,1,5,1,1,1,42,0,2,1,5,6348,10,400,3,3,2,2,5,5,0,0,0,2,3,0,1995,2
2,4,13,1,2,4,1,3,63,0,2,1,0,850,14,400,2,3,2,1,6,7,0,0,0,3,3,0,1994,2
3,3,9,1,5,3,0,1,42,0,2,1,1,13366,3,400,4,3,2,1,5,5,0,0,0,0,3,0,1996,2
4,5,6,1,6,4,1,1,36,1,0,0,1,8444,5,400,1,3,2,3,6,5,0,0,0,0,3,0,1995,0
2,0,17,1,1,2,1,2,26,0,1,0,0,1214,1,400,1,3,2,1,4,4,0,0,0,0,3,0,1994,1
4,0,17,1,6,1,1,1,61,0,0,0,0,8337,9,400,4,3,2,0,5,7,0,0,0,3,3,0,1995,0
4,6,6,1,1,5,1,2,30,1,0,0,5,5283,8,400,3,3,2,0,7,0,0,0,0,3,3,0,1994,0
3,0,6,1,7,4,1,2,35,0,2,1,0,608,7,400,4,3,2,0,5,4,0,0,0,2,3,0,1994,2
3,6,13,1,5,3,1,1,51,0,2,1,0,6012,3,400,2,3,2,0,4,6,0,0,0,2,3,0,1994,2
2,3,17,0,7,3,1,1,39,0,1,0,1,1917,7,400,4,3,2,1,5,5,0,0,0,2,3,0,1994,1
5,5,3,1,6,2,1,1,36,0,2,1,1,1210,2,700,2,3,2,2,5,5,1,0,0,2,3,0,1994,2
2,2,16,1,7,2,1,2,36,0,1,0,2,14434,12,500,4,3,2,1,6,5,0,0,0,1,1,0,1996,1
2,1,13,1,2,2,1,1,30,1,0,0,0,8077,10,400,4,3,2,1,5,4,0,0,0,2,3,0,1995,0
5,5,13,0,1,1,1,1,66,1,0,0,0,6158,9,400,1,3,2,0,6,8,0,0,0,3,3,0,1995,0
4,0,17,1,1,4,0,2,31,0,2,1,0,13022,10,400,2,3,2,2,4,4,0,0,0,3,3,0,1996,2
1,3,9,1,5,4,1,1,39,0,1,0,0,1712,9,400,2,3,2,2,5,5,0,0,0,2,3,0,1994,1
3,0,9,1,7,3,1,1,36,0,0,0,0,13843,6,400,3,3,2,0,5,5,0,0,0,1,3,0,1996,0
2,4,6,1,1,4,1,2,30,0,0,0,5,6472,7,400,2,3,2,3,7,0,0,0,0,3,3,0,1995,0
1,4,9,1,5,1,0,1,50,0,2,1,0,5294,10,400,1,3,2,1,5,6,0,0,0,3,3,0,1994,2
1,1,17,1,7,1,0,1,32,1,2,1,0,12697,16,400,4,3,2,1,4,4,0,0,0,3,3,0,1996,2
3,5,13,0,7,4,1,1,63,1,1,0,0,13486,3,700,4,3,2,3,6,7,0,0,0,1,3,0,1996,1
1,5,6,1,7,2,1,2,29,1,1,0,1,7663,1,400,4,3,2,1,5,4,0,0,0,2,3,0,1995,1
1,6,9,1,2,3,1,2,22,1,1,0,1,4885,4,400,4,3,2,1,3,3,0,0,0,0,3,0,1994,1
2,1,9,0,1,3,1,1,27,0,1,0,0,6332,14,400,3,3,2,3,3,4,1,0,0,3,3,0,1995,1
5,3,13,1,5,1,1,1,36,0,2,1,1,1696,5,400,1,3,2,1,4,5,0,0,1,0,3,0,1994,2
4,0,6,1,1,4,1,1,38,0,2,1,5,2394,11,400,2,3,2,1,6,5,0,0,0,0,3,0,1994,2
5,5,9,1,2,1,0,1,40,1,1,0,0,4230,8,400,4,3,2,1,5,5,0,0,0,2,3,0,1994,1
2,1,6,1,7,2,1,1,37,0,0,0,0,539,5,400,2,3,2,3,5,5,0,0,0,3,3,0,1994,0
4,4,13,1,2,5,1,1,53,0,0,0,4,4090,1,400,2,3,2,3,5,6,0,0,0,3,3,0,1994,0
4,1,13,1,7,1,0,1,78,0,2,1,1,9839,5,400,4,3,2,0,6,8,0,0,0,3,3,0,1995,2
3,3,9,0,2,3,1,1,37,0,1,0,0,5551,15,400,4,3,2,0,5,5,0,0,0,1,3,0,1994,1
4,2,9,1,5,3,1,1,42,0,4,1,5,4261,10,400,4,3,2,1,5,5,0,0,0,3,3,0,1994,1
1,3,13,1,6,1,1,1,29,1,1,0,4,11863,16,400,3,3,2,3,4,4,0,0,0,3,3,0,1996,1
4,2,13,1,2,5,1,2,22,0,1,0,1,1588,13,400,3,3,2,0,3,3,1,1,0,0,3,0,1994,1
4,0,2,1,5,5,1,1,32,1,1,0,0,4795,9,500,4,3,2,1,4,4,0,0,0,3,1,0,1994,1
3,2,13,1,2,3,0,1,38,1,1,0,0,13110,14,400,1,3,2,3,5,5,0,0,0,3,3,0,1996,1
3,0,17,1,1,3,1,1,58,0,2,1,1,514,7,400,4,3,2,2,6,7,0,0,0,1,3,0,1994,2
4,1,13,1,6,4,1,2,49,0,6,2,5,859,8,400,1,3,2,1,6,6,0,0,0,2,3,0,1994,0
3,1,17,0,7,3,1,2,35,0,2,1,0,3728,5,400,2,3,2,1,2,4,0,0,1,3,3,0,1994,2
3,6,2,1,2,3,1,1,54,0,6,2,5,10332,16,400,4,3,2,3,6,6,0,0,0,3,3,0,1995,0
1,5,17,1,1,2,1,1,26,0,0,0,0,8714,12,400,2,3,2,0,4,4,0,0,0,1,3,0,1995,0
3,3,18,1,7,1,1,1,50,0,1,0,5,2715,1,400,1,3,2,3,6,6,0,0,0,3,3,0,1994,1
4,0,9,1,5,4,1,1,40,0,0,0,0,6833,6,400,1,3,2,3,3,5,0,0,0,3,3,0,1995,0
2,0,17,1,1,3,1,1,34,0,2,1,0,6682,5,500,4,3,2,1,4,4,0,0,0,2,1,0,1995,2
1,1,13,1,7,4,0,2,29,0,1,0,4,10331,1,400,1,3,2,3,3,4,0,0,0,3,3,0,1995,1
4,6,6,1,5,4,1,1,28,0,1,0,5,14846,10,400,3,3,2,0,7,4,0,0,0,3,3,0,1996,1
2,6,17,1,7,2,1,1,41,1,2,1,1,2245,12,500,4,3,2,1,5,5,0,0,0,2,1,0,1994,2
2,5,6,1,7,3,1,1,58,1,0,0,1,9931,7,400,2,3,2,1,5,7,0,0,0,3,3,0,1995,0
3,1,6,1,2,3,1,2,30,0,2,1,5,14003,5,400,1,3,2,2,7,0,0,0,0,3,3,0,1996,2
5,5,2,1,2,1,1,2,33,1,2,1,5,2440,8,400,1,3,2,2,5,4,0,0,0,2,3,0,1994,2
3,6,9,1,2,4,1,1,40,0,1,0,0,1018,15,400,1,3,2,1,3,5,0,0,0,2,3,0,1994,1
3,5,6,0,7,4,1,1,51,0,1,0,0,4162,10,400,3,3,2,0,6,6,0,0,0,3,3,0,1994,1
1,0,17,1,2,1,1,1,50,0,0,0,5,7791,13,400,4,3,2,1,6,6,0,0,0,2,3,2,1995,0
4,5,17,1,7,4,1,1,78,1,0,0,4,14736,1,400,4,3,2,0,6,8,0,0,0,0,3,0,1996,0
4,6,6,1,2,4,1,1,45,1,1,0,0,4259,16,400,4,3,2,0,4,5,0,0,0,3,3,0,1994,1
2,2,13,1,4,4,1,1,38,1,0,0,0,587,13,400,4,3,2,0,5,5,0,0,0,2,3,0,1994,0
2,5,9,1,6,2,1,1,43,0,2,1,1,1303,12,700,3,3,2,0,6,5,0,0,0,3,2,1,1994,2
1,5,9,1,1,2,0,1,45,0,1,0,0,5533,7,400,3,3,2,1,4,5,0,0,0,2,3,0,1994,1
5,6,6,1,5,1,1,2,33,0,4,1,5,12326,15,400,4,3,2,3,4,4,0,0,0,3,3,0,1996,1
1,4,6,1,1,2,0,1,31,1,4,1,5,7009,4,400,2,3,2,3,4,4,0,0,0,3,3,0,1995,1
2,1,17,1,2,4,1,2,35,0,0,0,4,6331,4,400,4,3,2,0,3,4,0,0,0,3,3,0,1995,0
1,5,6,1,7,2,1,1,53,1,1,0,1,9238,3,400,4,3,2,0,5,6,0,0,0,1,3,0,1995,1
5,1,13,1,5,1,1,1,51,0,6,2,2,14506,5,400,4,3,2,0,6,6,0,0,0,1,3,0,1996,0
2,2,17,1,5,2,1,1,36,0,2,1,1,12250,12,400,3,3,2,2,3,5,0,0,0,3,3,0,1996,2
3,4,13,0,7,4,1,1,36,0,1,0,1,2051,2,400,2,3,2,1,5,5,0,0,0,3,3,2,1994,1
3,3,17,1,6,4,1,1,58,1,0,0,4,1242,10,400,2,3,2,3,6,7,0,0,0,3,3,0,1994,0
1,6,17,1,7,1,1,1,56,0,0,0,0,680,11,400,1,3,2,0,6,7,0,0,0,3,3,0,1994,0
5,3,13,0,2,5,1,1,47,0,1,0,0,10509,12,400,3,3,2,1,6,6,0,0,0,0,3,0,1995,1
2,6,13,1,1,3,1,1,52,0,2,1,0,11571,9,400,3,3,2,2,6,6,0,0,0,3,3,0,1996,2
3,6,18,1,6,1,1,2,72,0,6,2,5,7771,6,400,4,3,2,2,6,8,0,0,0,0,2,1,1995,0
3,3,13,1,5,3,1,1,41,0,1,0,1,14256,11,400,2,3,2,3,5,5,0,0,0,3,3,0,1996,1
1,6,17,0,7,1,1,1,34,0,2,1,1,5347,12,400,3,3,2,1,3,4,0,0,0,0,3,0,1994,2
4,0,17,1,1,4,1,1,28,0,1,0,0,4263,15,400,1,3,2,1,4,4,0,0,0,0,3,0,1994,1
4,4,2,1,1,4,1,1,39,0,2,1,1,9888,14,400,3,3,2,2,6,5,0,0,0,3,3,0,1995,2
2,0,13,1,6,4,0,2,28,1,0,0,0,10444,8,400,3,3,2,0,4,4,0,0,0,3,3,0,1995,0
4,1,13,1,7,1,1,1,55,1,1,0,0,1887,11,400,1,3,2,3,6,6,0,0,0,0,3,2,1994,1
2,1,17,1,7,3,1,2,29,1,0,0,4,8560,10,400,4,3,2,3,3,4,0,0,0,3,3,0,1995,0
4,5,9,1,6,4,1,1,51,1,0,0,1,3742,2,400,1,3,2,1,6,6,0,0,0,1,3,0,1994,0
4,5,9,1,7,4,1,1,40,1,1,0,5,6945,9,400,1,3,2,1,4,5,0,0,0,3,3,0,1995,1
1,5,13,1,5,1,1,1,71,1,0,0,4,12560,16,400,3,3,2,1,5,8,0,0,0,0,3,0,1996,0
1,2,13,1,2,1,1,1,62,0,1,0,0,3114,16,400,3,3,2,3,6,7,0,0,0,2,3,0,1994,1
4,6,9,1,7,5,1,1,60,0,2,1,0,12402,14,400,1,3,2,2,6,7,0,0,0,1,3,0,1996,2
5,2,6,1,7,3,0,1,45,0,4,1,5,13348,6,400,2,4,2,3,5,5,0,0,0,3,3,0,1996,1
4,1,0,1,6,4,1,1,44,0,2,1,1,4513,8,400,4,3,2,1,5,5,0,0,0,2,3,0,1994,2
2,6,13,1,2,3,1,1,40,0,1,0,0,14572,1,400,2,3,2,3,4,5,0,0,0,3,3,0,1996,1
2,1,13,1,2,4,0,1,48,0,0,0,0,279,1,400,4,3,2,1,5,6,0,0,0,1,3,0,1994,0
2,5,13,1,1,3,1,1,53,0,2,1,0,12399,12,400,1,3,2,2,6,6,0,0,0,2,3,0,1996,2
4,1,9,1,6,4,0,2,26,0,1,0,0,1349,15,400,3,3,2,3,3,4,0,0,0,3,3,0,1994,1
2,6,6,1,2,3,1,1,54,0,2,1,1,3191,4,400,3,3,2,3,6,6,0,0,0,3,3,0,1994,2
4,2,17,1,7,4,1,1,26,0,0,0,0,8258,11,400,3,3,2,3,4,4,0,0,0,3,3,0,1995,0
5,0,6,1,1,5,0,2,28,0,2,1,0,1601,9,400,2,3,2,0,3,4,0,0,0,0,3,0,1994,2
3,5,13,1,2,1,1,1,36,0,0,0,4,12245,7,400,1,3,2,0,5,5,0,0,0,1,3,0,1996,0
2,4,18,1,5,2,1,1,45,0,1,0,2,14228,6,400,4,3,2,1,5,5,0,0,0,3,3,2,1996,1
1,1,9,1,2,3,1,1,27,1,1,0,0,14916,6,400,1,3,2,0,3,4,0,0,0,3,3,0,1996,1
3,6,17,1,7,3,1,1,68,1,0,0,1,14184,3,400,4,3,2,0,6,8,0,0,0,2,3,0,1996,0
